region,Summit,dir,Summit_dir,Name,code,cover_P1,cover_P2,cover_P3,T_cover_P1,T_cover_P2,T_cover_P3,V1,name,i.code,N,bio_1_1,bio_1_2,bio_1_3,bio_1_4,bio_1_5,bio_12_1,bio_12_2,bio_12_3,bio_12_4,bio_12_5,scientificname,1,2,3,4,5,d_cov_p2,d_cov_p3,Order,taxonID,family,familyVernacularName,scientificName,vernacularName,isEndemic,iucnCategory,source,V11,GBIF_name,GBIF_code,生活型,Reproduction type,Rk_t,Raunkiaer's Life Form,落葉性,果實形式,陰性陽性,葉有毛,葉形,葉緣,source.1,分布下限,分布上限,2008,2013,2019,incr
SYU,DSH,N,N10,刺柏,SP11,25,5,5,19.75,3.925,3.9,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,-15.825,-0.0249999999999999,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,DSH,S,S05,刺柏,SP11,5,5,5,3.625,2.765,3,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,-0.86,0.235,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,DSH,S,S10,刺柏,SP11,25,25,25,14.25,14.125,15,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,-0.125,0.875,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,DSH,W,W05,刺柏,SP11,5,25,5,3,15.35,3.35,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,12.35,-12,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,7
SYU,DSH,W,W10,刺柏,SP11,25,1,5,20,0.87,4.35,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,-19.13,3.48,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,JNJ,E,E05,刺柏,SP11,25,50,50,18.25,35.5,32.5,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,17.25,-3,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,1
SYU,JNJ,E,E10,刺柏,SP11,25,50,25,18.75,35.95,17.5,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,17.2,-18.45,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,2
SYU,JNJ,N,N05,刺柏,SP11,25,25,25,22.5,23.675,23.75,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,1.175,0.0749999999999993,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,1
SYU,JNJ,N,N10,刺柏,SP11,25,25,5,23,23,4.5,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,0,-18.5,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,JNJ,S,S05,刺柏,SP11,25,25,50,14.25,15.75,30,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,1.5,14.25,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,2
SYU,JNJ,S,S10,刺柏,SP11,25,25,25,20.25,14.55,15,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,-5.7,0.449999999999999,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,JNJ,W,W05,刺柏,SP11,25,5,5,19.85,4.25,4.25,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,-15.6,0,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,
SYU,JNJ,W,W10,刺柏,SP11,25,25,25,21.05,21.25,21.25,52,Juniperus formosana formosana,52,41,31,67,124,155,191,389,726,948,2501,3588,Juniperus formosana formosana,19.4,36.8,89.4,126.5,169.7,0.199999999999999,0,11,738,Cupressaceae,柏科,Juniperus formosana Hayata var. formosana,刺柏,0,LC,原生,Juniperus formosana Hayata var. formosana,Juniperus formosana formosana,52,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,150,3600,1,1,1,1
DAS,SEN,E,E05,香青,SP12,75,75,75,56.25,57,60,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.75,3,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,5
DAS,SEN,E,E10,香青,SP12,75,75,75,58.125,58.5,48.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.375,-9.75,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,5
DAS,SEN,N,N05,香青,SP12,50,75,75,26.5,47.25,48.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,20.75,1.5,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,5
DAS,SEN,N,N10,香青,SP12,50,75,75,31.65,48,56.25,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,16.35,8.25,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,6
DAS,SEN,S,S05,香青,SP12,50,50,50,21.25,34.5,32.5,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,13.25,-2,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,4
DAS,SEN,S,S10,香青,SP12,50,25,75,15,4.5,30,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-10.5,25.5,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
DAS,SEN,W,W05,香青,SP12,5,50,25,4.2,37.5,12.5,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,33.3,-25,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,5
DAS,SEN,W,W10,香青,SP12,25,50,50,17.5,32.5,22.5,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,15,-10,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,1
DAS,SUN,N,N05,香青,SP12,1,5,0,0.745,3.5,0,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,2.755,-3.5,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,5
DAS,YAT,W,W10,香青,SP12,5,1,5,2.365,0.18,2,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-2.185,1.82,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,DSH,E,E05,香青,SP12,25,25,5,20.375,21,4.5,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.625,-16.5,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,3
SYU,DSH,E,E10,香青,SP12,25,25,5,21,21,4.14,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0,-16.86,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,DSH,N,N05,香青,SP12,25,25,5,18.75,19.375,4.3,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.625,-15.075,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,5
SYU,DSH,N,N10,香青,SP12,25,25,25,19.75,19.625,19.5,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-0.125,-0.125,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,DSH,S,S05,香青,SP12,25,25,5,18.125,13.825,3,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-4.3,-10.825,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,DSH,S,S10,香青,SP12,25,25,25,14.25,14.125,15,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-0.125,0.875,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,DSH,W,W05,香青,SP12,25,25,25,15,15.35,16.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.35,1.4,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,7
SYU,DSH,W,W10,香青,SP12,50,50,0,40,43.5,0,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,3.5,-43.5,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,4
SYU,JNJ,W,W10,香青,SP12,25,1,5,21.05,0.85,4.25,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-20.2,3.4,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,TSW,E,E05,香青,SP12,25,50,50,20.125,39,38.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,18.875,-0.25,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,2
SYU,TSW,E,E10,香青,SP12,25,25,25,17.335,15.675,15.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-1.66,0.0749999999999993,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,TSW,N,N05,香青,SP12,25,25,25,17.5775,18.25,21.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.672499999999999,3.5,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,1
SYU,TSW,N,N10,香青,SP12,25,25,25,22.25,23,22.75,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.75,-0.25,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,2
SYU,TSW,S,S05,香青,SP12,25,5,0,17.625,3.32,0,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-14.305,-3.32,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,TSW,S,S10,香青,SP12,25,5,25,15.75,3.035,16.25,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,-12.715,13.215,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,
SYU,TSW,W,W05,香青,SP12,1,25,25,0.82,21,21.25,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,20.18,0.25,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,3
SYU,TSW,W,W10,香青,SP12,25,25,25,19.375,20,21,53,Juniperus squamata,53,1137,-62,57,89,124,239,147,503,734,1058,5459,Juniperus squamata,0,32.3,56,89.4,226.9,0.625,1,12,739,Cupressaceae,柏科,Juniperus squamata Lamb.,香青,0,LC,原生,Juniperus squamata Lamb.,Juniperus squamata,53,喬木,s,Ph,Phanerophytes,0,漿果,"",0,鑿形,全緣,原生,2000,3861,1,1,1,2
SYU,DSH,S,S10,臺灣冷杉,SP13,5,5,1,2.85,2.825,0.6,1,Abies kawakamii,1,251,40,64.5,81,112,241,435,2331,2562,2894,3588,Abies kawakamii,11.7,30.3,43.8,75.4,229.8,-0.0249999999999999,-2.225,13,717,Pinaceae,松科,Abies kawakamii (Hayata) T.Ito,臺灣冷杉,1,LC,原生,Abies kawakamii (Hayata) T. It?,Abies kawakamii,1,喬木,s,Ph,Phanerophytes,0,毬果,"",,線形,全緣,特有,,,,,,
SYU,DSH,W,W10,臺灣冷杉,SP13,0,0,1,0,0,0.87,1,Abies kawakamii,1,251,40,64.5,81,112,241,435,2331,2562,2894,3588,Abies kawakamii,11.7,30.3,43.8,75.4,229.8,0,0.87,13,717,Pinaceae,松科,Abies kawakamii (Hayata) T.Ito,臺灣冷杉,1,LC,原生,Abies kawakamii (Hayata) T. It?,Abies kawakamii,1,喬木,s,Ph,Phanerophytes,0,毬果,"",,線形,全緣,特有,,,,,,
DAS,SUN,E,E05,臺灣華山松,SP14,25,5,0,18.125,4.25,0,65,Pinus armandii mastersiana,65,134,40,94,111.5,126,241,1167,2282.5,2668,3317.75,3629,Pinus armandii mastersiana,11.7,55.4,73.9,92.2,229.8,-13.875,-4.25,14,720,Pinaceae,松科,Pinus armandii var. mastersiana (Hayata) Hayata,臺灣華山松,1,LC,原生,Pinus armandii var. mastersiana (Hayata) Hayata,Pinus armandii mastersiana,65,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,2200,3000,1,1,,
DAS,SUN,E,E10,臺灣華山松,SP14,25,5,0,14.75,4.1,0,65,Pinus armandii mastersiana,65,134,40,94,111.5,126,241,1167,2282.5,2668,3317.75,3629,Pinus armandii mastersiana,11.7,55.4,73.9,92.2,229.8,-10.65,-4.1,14,720,Pinaceae,松科,Pinus armandii var. mastersiana (Hayata) Hayata,臺灣華山松,1,LC,原生,Pinus armandii var. mastersiana (Hayata) Hayata,Pinus armandii mastersiana,65,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,2200,3000,1,1,,
DAS,SUN,S,S05,臺灣華山松,SP14,25,1,0,11.425,0.75,0,65,Pinus armandii mastersiana,65,134,40,94,111.5,126,241,1167,2282.5,2668,3317.75,3629,Pinus armandii mastersiana,11.7,55.4,73.9,92.2,229.8,-10.675,-0.75,14,720,Pinaceae,松科,Pinus armandii var. mastersiana (Hayata) Hayata,臺灣華山松,1,LC,原生,Pinus armandii var. mastersiana (Hayata) Hayata,Pinus armandii mastersiana,65,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,2200,3000,1,1,,
DAS,SUN,S,S10,臺灣華山松,SP14,0,5,0,0,3.7,0,65,Pinus armandii mastersiana,65,134,40,94,111.5,126,241,1167,2282.5,2668,3317.75,3629,Pinus armandii mastersiana,11.7,55.4,73.9,92.2,229.8,3.7,-3.7,14,720,Pinaceae,松科,Pinus armandii var. mastersiana (Hayata) Hayata,臺灣華山松,1,LC,原生,Pinus armandii var. mastersiana (Hayata) Hayata,Pinus armandii mastersiana,65,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,2200,3000,1,1,,3
SYU,DSH,W,W05,臺灣華山松,SP14,1,5,0,0.6,3.07,0,65,Pinus armandii mastersiana,65,134,40,94,111.5,126,241,1167,2282.5,2668,3317.75,3629,Pinus armandii mastersiana,11.7,55.4,73.9,92.2,229.8,2.47,-3.07,14,720,Pinaceae,松科,Pinus armandii var. mastersiana (Hayata) Hayata,臺灣華山松,1,LC,原生,Pinus armandii var. mastersiana (Hayata) Hayata,Pinus armandii mastersiana,65,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,2200,3000,1,1,,7
SYU,DSH,W,W10,臺灣華山松,SP14,0,1,0,0,0.87,0,65,Pinus armandii mastersiana,65,134,40,94,111.5,126,241,1167,2282.5,2668,3317.75,3629,Pinus armandii mastersiana,11.7,55.4,73.9,92.2,229.8,0.87,-0.87,14,720,Pinaceae,松科,Pinus armandii var. mastersiana (Hayata) Hayata,臺灣華山松,1,LC,原生,Pinus armandii var. mastersiana (Hayata) Hayata,Pinus armandii mastersiana,65,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,2200,3000,1,1,,4
DAS,SEN,N,N10,臺灣二葉松,SP15,1,5,1,0.633,3.2,0.75,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,2.567,-2.45,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,6
DAS,SEN,S,S05,臺灣二葉松,SP15,1,5,5,0.425,3.45,3.25,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,3.025,-0.2,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,4
DAS,SEN,S,S10,臺灣二葉松,SP15,1,0,0,0.3,0,0,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,-0.3,0,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,
DAS,SUN,E,E05,臺灣二葉松,SP15,5,5,5,3.625,4.25,3.75,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,0.625,-0.5,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,3
DAS,SUN,E,E10,臺灣二葉松,SP15,25,5,5,14.75,4.1,3.25,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,-10.65,-0.85,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,
DAS,SUN,N,N05,臺灣二葉松,SP15,1,0,1,0.745,0,0.5,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,-0.745,0.5,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,
DAS,SUN,S,S05,臺灣二葉松,SP15,25,5,25,11.425,3.75,10,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,-7.675,6.25,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,
DAS,SUN,S,S10,臺灣二葉松,SP15,25,5,5,14.55,3.7,2.5,66,Pinus taiwanensis,66,505,55,99,147,180,243,435,1756,2248,2592,4287,Pinus taiwanensis,22.4,60.8,116,155.8,231.2,-10.85,-1.2,15,724,Pinaceae,松科,Pinus taiwanensis Hayata,臺灣二葉松,1,LC,原生,Pinus taiwanensis Hayata,Pinus taiwanensis,66,喬木,s,Ph,Phanerophytes,0,毬果,陽性,0,針形,全緣,特有,105,3600,1,1,1,
